sweep_key,sweep_id,eval_group,algorithm,lr,hyperparameter,hyperparameter_value,eval_jobs,average_score_mean,average_score_std,average_score_ci95,best_average_score,worst_average_score,source_summary,drive_folder
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,sac,1e-3,,,9,0.662138,0.046969,0.036104,0.592680,0.708494,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,sac,5e-4,,,9,0.662465,0.052407,0.040283,0.578427,0.722284,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,sac,2e-4,,,9,0.666728,0.039876,0.030651,0.603182,0.717455,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,sac,3e-4,,,9,0.679900,0.046549,0.035780,0.610202,0.728786,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,sac,3e-3,,,9,0.695322,0.048672,0.037413,0.624178,0.744404,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,sac,1e-4,,,9,0.724801,0.049149,0.037779,0.628066,0.772722,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,sac,1e-5,,,9,0.725300,0.032591,0.025051,0.669913,0.766949,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,sac,3e-5,,,9,0.732936,0.044626,0.034303,0.662207,0.799839,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,td3,3e-4,,,9,0.714780,0.045874,0.035262,0.628592,0.776352,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,td3,5e-4,,,9,0.756003,0.036017,0.027685,0.693884,0.819369,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,td3,1e-3,,,9,0.760350,0.035287,0.027124,0.693149,0.792507,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,td3,2e-4,,,9,0.799932,0.039787,0.030583,0.731360,0.841770,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,td3,3e-3,,,9,0.804842,0.053918,0.041445,0.718374,0.869317,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,td3,1e-4,,,9,0.827308,0.038402,0.029518,0.752075,0.883744,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,td3,1e-5,,,9,0.841164,0.045649,0.035089,0.771658,0.898474,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase2,td3,3e-5,,,9,0.870795,0.040201,0.030901,0.801562,0.931195,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,ppo,3e-3,,,9,0.845113,0.025482,0.019587,0.807884,0.867075,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,ppo,1e-4,,,9,0.854338,0.036922,0.028380,0.788531,0.901303,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,ppo,1e-3,,,9,0.864872,0.018112,0.013922,0.840079,0.891317,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,ppo,3e-4,,,9,0.864956,0.058337,0.044842,0.786438,0.919726,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,ppo,5e-4,,,9,0.868512,0.062548,0.048078,0.786711,0.942330,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,ppo,3e-5,,,9,0.876447,0.037967,0.029184,0.842801,0.940761,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,ppo,2e-4,,,9,0.879425,0.031236,0.024010,0.836594,0.910625,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,ppo,1e-5,,,9,0.946179,0.034997,0.026901,0.900413,0.997905,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,sac,1e-3,,,9,0.737915,0.009926,0.007629,0.722433,0.747314,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,sac,2e-4,,,9,0.739086,0.016340,0.012560,0.715486,0.765851,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,sac,5e-4,,,9,0.744704,0.022277,0.017124,0.712467,0.782850,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,sac,3e-4,,,9,0.766474,0.015349,0.011799,0.740583,0.792938,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,sac,1e-5,,,9,0.769940,0.020409,0.015687,0.740398,0.802565,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,sac,3e-3,,,9,0.777112,0.021032,0.016167,0.752210,0.813288,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,sac,3e-5,,,9,0.796509,0.020452,0.015721,0.765210,0.832481,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,sac,1e-4,,,9,0.811536,0.032888,0.025280,0.770383,0.863774,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,td3,3e-4,,,9,0.736141,0.025814,0.019842,0.709128,0.777058,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,td3,5e-4,,,9,0.776642,0.022983,0.017666,0.749137,0.817499,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,td3,1e-3,,,9,0.777858,0.016876,0.012972,0.753696,0.802391,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,td3,3e-3,,,9,0.828420,0.021589,0.016595,0.797121,0.854802,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,td3,2e-4,,,9,0.841953,0.023386,0.017976,0.806718,0.872758,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,td3,1e-5,,,9,0.865248,0.027965,0.021495,0.832352,0.908539,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,td3,1e-4,,,9,0.867222,0.017230,0.013244,0.838745,0.888219,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
lr_screen,citylearn-72cell-lr-screen-20260506-r1,released_phase3,td3,3e-5,,,9,0.891529,0.017715,0.013617,0.859241,0.912768,/n/fs/pvl-lidar/cache/ed1783/citylearn/sweeps/citylearn-72cell-lr-screen-20260506-r1/summary.csv,https://drive.google.com/drive/folders/1ZXXeyqH8q0FIXbnkOv13LqQMfgmC5bUd
